timestamp,mango_id,stable_frames,consistency_label,consistency_score,quality_grade,suggested_channel,vision_timestamp,spectrum_timestamp,data_status,yolo_label,yolo_confidence,maturity_label,maturity_score,maturity_confidence,sugar_label,sugar_score,reference_brix_range,rot_status,rot_score,final_status,rgb_r_mean,rgb_g_mean,rgb_b_mean,hsv_h_mean_deg,hsv_s_mean_pct,hsv_v_mean_pct,green_ratio,yellow_orange_ratio,dark_spot_ratio,brown_area_ratio,red_green_ratio,yellow_green_ratio,nir_ratio,spectral_centroid_nm,reason
2026-07-21 18:13:47,,0,,0.0000,--,--,,,"vision_missing,spectrum_missing",,0.0000,未检测到芒果,0.0000,0.0000,无法评估,0.0000,,无法评估,0.0000,无有效检测,,,,,,,,,,,,,,,未读取到YOLO芒果检测结果; 未读取到光谱数据; 成熟度=未检测到芒果; 糖度=无法评估; 腐烂=无法评估
