timestamp,frame_index,mango_id,track_id,label,confidence,x1,y1,x2,y2,center_x,center_y,area_px,stable_frames,first_frame,last_frame,consistency_score,consistency_label,rgb_r_mean,rgb_g_mean,rgb_b_mean,hsv_h_mean_deg,hsv_s_mean_pct,hsv_v_mean_pct,green_ratio,yellow_orange_ratio,dark_spot_ratio,brown_area_ratio
2026-07-19 09:36:07,6462,5,5,mango_ripe,0.8151,32,70,356,478,194,274,110637,29,6427,6455,1.0000,高,144.0234,112.3354,67.1186,44.9417,56.7909,56.5006,0.4182,0.7475,0.0810,0.5138
